-40.0786,-39.7195,-39.3603,-39.0011,-38.6419,-38.2827,-37.9235,-37.5643,-37.2051,-36.8459,-36.4868,-36.1276,-35.7684,-35.4092,-35.05,-34.6908,-34.3316,-33.9724,-33.6132,-33.254,-32.8949,-32.5357,-32.1765,-31.8173,-31.4581,-31.0989,-30.7397,-30.3805
-28.5846,-28.2254,-27.8662,-27.507,-27.1478,-26.7886,-26.4294,-26.0703,-25.7111,-25.3519,-24.9927,-24.6335,-24.2743,-23.9151,-23.5559,-23.1967,-22.8376,-22.4784,-22.1192,-21.76,-21.4008,-21.0416,-20.6824,-20.3232,-19.964,-19.6048,-19.2457,-18.8865
-17.0905,-16.7313,-16.3721,-16.013,-15.6538,-15.2946,-14.9354,-14.5762,-14.217,-13.8578,-13.4986,-13.1394,-12.7802,-12.4211,-12.0619,-11.7027,-11.3435,-10.9843,-10.6251,-10.2659,-9.90673,-9.54754,-9.18835,-8.82917,-8.46998,-8.11079,-7.7516,-7.39241
-5.59646,-5.23727,-4.87808,-4.51889,-4.1597,-3.80051,-3.44132,-3.08213,-2.72294,-2.36375,-2.00457,-1.64538,-1.28619,-0.926997,-0.567807,-0.208618,0.150571,0.509761,0.86895,1.22814,1.58733,1.94652,2.30571,2.6649,3.02409,3.38328,3.74247,4.10166
5.8976,6.25679,6.61598,6.97517,7.33436,7.69355,8.05274,8.41193,8.77112,9.13031,9.4895,9.84869,10.2079,10.5671,10.9263,11.2854,11.6446,12.0038,12.363,12.7222,13.0814,13.4406,13.7998,14.159,14.5182,14.8773,15.2365,15.5957
17.3917,17.7509,18.11,18.4692,18.8284,19.1876,19.5468,19.906,20.2652,20.6244,20.9836,21.3428,21.7019,22.0611,22.4203,22.7795,23.1387,23.4979,23.8571,24.2163,24.5755,24.9346,25.2938,25.653,26.0122,26.3714,26.7306,27.0898
28.8857,29.2449,29.6041,29.9633,30.3225,30.6817,31.0409,31.4001,31.7592,32.1184,32.4776,32.8368,33.196,33.5552,33.9144,34.2736,34.6328,34.992,35.3511,35.7103,36.0695,36.4287,36.7879,37.1471,37.5063,37.8655,38.2247,38.5838
40.3798,40.739,41.0982,41.4574,41.8166,42.1757,42.5349,42.8941,43.2533,43.6125,43.9717,44.3309,44.6901,45.0493,45.4084,45.7676,46.1268,46.486,46.8452,47.2044,47.5636,47.9228,48.282,48.6412,49.0003,49.3595,49.7187,50.0779
51.8739,52.233,52.5922,52.9514,53.3106,53.6698,54.029,54.3882,54.7474,55.1066,55.4658,55.8249,56.1841,56.5433,56.9025,57.2617,57.6209,57.9801,58.3393,58.6985,59.0576,59.4168,59.776,60.1352,60.4944,60.8536,61.2128,61.572
63.3679,63.7271,64.0863,64.4455,64.8047,65.1639,65.5231,65.8822,66.2414,66.6006,66.9598,67.319,67.6782,68.0374,68.3966,68.7558,69.115,69.4741,69.8333,70.1925,70.5517,70.9109,71.2701,71.6293,71.9885,72.3477,72.7068,73.066
