-0.03526095,
0.21886333,
-0.03558815,
0.21886333,
-0.03591711,
0.21886336,
-0.03624630,
0.21886333,
-0.03657581,
0.21886335,
-0.03690530,
0.21886333,
-0.03723504,
0.21886331,
-0.03756527,
0.21886333,
-0.03789564,
0.21886336,
-0.03822621,
0.21886334,
-0.03855715,
0.21886334,
-0.03888794,
0.21886334,
-0.03920660,
0.21886333,
-0.03975126,
0.21886334,
-0.04054669,
0.21886335,
-0.04087927,
0.21886337,
-0.04121223,
0.21886334,
-0.04154564,
0.21886334,
-0.04187870,
0.21886332,
-0.04221190,
0.21886334,
-0.04254603,
0.21886335,
-0.04288000,
0.21886331,
-0.04321409,
0.21886332,
-0.04354857,
0.21886334, // 48 - 24개 28 - 5 / 1 + 1 = 24 개의 output이 출력됨
0.21886335,
0.21886333,
0.21886336,
0.21886331,
0.21886333,
0.21886332,
0.21886332,
0.21886335, --- 28
-0.04589675,
0.21886331,
-0.04623317,
0.21886333,
-0.04657000,
0.21886335,
-0.04690709,
0.21886333,
-0.04724380,
0.21886337,
-0.04758155,
0.21886331,
-0.04791930,
0.21886336,
-0.04825703,
0.21886336,
-0.04859514,
0.21886338,
-0.04893364,
0.21886335,
-0.04927231,
0.21886335,
-0.04961129,
0.21886333,
-0.04994219,
0.21886333,
-0.05049820,
0.21886337,
-0.05130931,
0.21886332,
-0.05164998,
0.21886336,
-0.05199034,
0.21886335,
-0.05233093,
0.21886335,
-0.05267223,
0.21886333,
-0.05301344,
0.21886333,
-0.05335469,
0.21886336,
-0.05369680,
0.21886334,
-0.05403895,
0.21886336,
-0.05438088,
0.21886333,
0.21886334,
0.21886334,
0.21886332,
0.21886330,
0.21886334,
0.21886336,
0.21886334,
0.21886335,
-0.05678419,
0.21886336,
-0.05712853,
0.21886333,
-0.05747274,
0.21886331,
-0.05781754,
0.21886335,
-0.05816262,
0.21886334,
-0.05850762,
0.21886333,
-0.05885332,
0.21886338,
-0.05919901,
0.21886331,
-0.05954495,
0.21886331,
-0.05989094,
0.21886332,
-0.06023731,
0.21886333,
-0.06058427,
0.21886332,
-0.06092777,
0.21886333,
-0.06149504,
0.21886332,
-0.06232126,
0.21886334,
-0.06266946,
0.21886332,
-0.06301785,
0.21886334,
-0.06336626,
0.21886333,
-0.06371525,
0.21886337,
-0.06406464,
0.21886334,
-0.06441383,
0.21886337,
-0.06476349,
0.21886334,
-0.06511329,
0.21886334,
-0.06546353,
0.21886333,
0.21886333,
0.21886334,
0.21886332,
0.21886336,
0.21886334,
0.21886333,
0.21886336,
0.21886336,
-0.06792080,
0.21886334,
-0.06827306,
0.21886333,
-0.06862521,
0.21886337,
-0.06897739,
0.21886331,
-0.06933052,
0.21886331,
-0.06968339,
0.21886333,
-0.07003661,
0.21886334,
-0.07039021,
0.21886335,
-0.07074376,
0.21886332,
-0.07109801,
0.21886333,
-0.07145240,
0.21886334,
-0.07180673,
0.21886336,
-0.07216208,
0.21886331,
-0.07274122,
0.21886335,
-0.07358273,
0.21886335,
-0.07393847,
0.21886332,
-0.07429457,
0.21886336,
-0.07465115,
0.21886331,
-0.07500749,
0.21886335,
-0.07536454,
0.21886333,
-0.07572165,
0.21886336,
-0.07607903,
0.21886334,
-0.07643672,
0.21886334,
-0.07679467,
0.21886334,
0.21886334,
0.21886334,
0.21886334,
0.21886334,
0.21886332,
0.21886334,
0.21886333,
0.21886334,
-0.07930656,
0.21886335,
-0.07966595,
0.21886333,
-0.08002634,
0.21886334,
-0.08038650,
0.21886334,
-0.08074708,
0.21886331,
-0.08110776,
0.21886334,
-0.08146880,
0.21886335,
-0.08183041,
0.21886333,
-0.08219172,
0.21886335,
-0.08255340,
0.21886332,
-0.08291535,
0.21886331,
-0.08327766,
0.21886336,
-0.08364550,
0.21886332,
-0.08423569,
0.21886331,
-0.08509234,
0.21886335,
-0.08545607,
0.21886334,
-0.08582018,
0.21886336,
-0.08618421,
0.21886334,
-0.08654855,
0.21886335,
-0.08691317,
0.21886333,
-0.08727845,
0.21886335,
-0.08764320,
0.21886334,
-0.08800852,
0.21886334,
-0.08837416,
0.21886337,
0.21886330,
0.21886336,
0.21886334,
0.21886333,
0.21886331,
0.21886339,
0.21886330,
0.21886336,
-0.09094024,
0.21886333,
-0.09130789,
0.21886333,
-0.09167579,
0.21886334,
-0.09204375,
0.21886331,
-0.09241208,
0.21886334,
-0.09278083,
0.21886335,
-0.09314930,
0.21886331,
-0.09351820,
0.21886335,
-0.09388747,
0.21886331,
-0.09425695,
0.21886338,
-0.09462654,
0.21886335,
-0.09499655,
0.21886328,
-0.09537685,
0.21886337,
-0.09597842,
0.21886336,
-0.09685008,
0.21886339,
-0.09722135,
0.21886333,
-0.09759321,
0.21886332,
-0.09796498,
0.21886333,
-0.09833740,
0.21886330,
-0.09870980,
0.21886338,
-0.09908186,
0.21886336,
-0.09945489,
0.21886332,
-0.09982805,
0.21886336,
-0.10020146,
0.21886332,
0.21886334,
0.21886333,
0.21886335,
0.21886336,
0.21886334,
0.21886333,
0.21886332,
0.21886330,
-0.10282136,
0.21886334,
-0.10319675,
0.21886331,
-0.10357232,
0.21886332,
-0.10394795,
0.21886335,
-0.10432393,
0.21886335,
-0.10470005,
0.21886331,
-0.10507660,
0.21886334,
-0.10545336,
0.21886334,
-0.10583017,
0.21886334,
-0.10620769,
0.21886333,
-0.10658499,
0.21886331,
-0.10696256,
0.21886333,
-0.10735494,
0.21886331,
-0.10796756,
0.21886336,
-0.10885452,
0.21886335,
-0.10923374,
0.21886335,
-0.10961303,
0.21886332,
-0.10999252,
0.21886336,
-0.11037201,
0.21886332,
-0.11075233,
0.21886332,
-0.11113293,
0.21886330,
-0.11151310,
0.21886332,
-0.11189401,
0.21886333,
-0.11227499,
0.21886336,
0.21886334,
0.21886335,
0.21886334,
0.21886334,
0.21886333,
0.21886332,
0.21886337,
0.21886331,
-0.11494897,
0.21886336,
-0.11533197,
0.21886336,
-0.11571508,
0.21886334,
-0.11609864,
0.21886331,
-0.11648222,
0.21886332,
-0.11686635,
0.21886333,
-0.11725026,
0.21886332,
-0.11763472,
0.21886332,
-0.11801933,
0.21886333,
-0.11840400,
0.21886334,
-0.11878912,
0.21886333,
-0.11917451,
0.21886336,
-0.11957896,
0.21886336,
-0.12020318,
0.21886336,
-0.12110493,
0.21886332,
-0.12149171,
0.21886334,
-0.12187868,
0.21886332,
-0.12226588,
0.21886333,
-0.12265329,
0.21886334,
-0.12304095,
0.21886335,
-0.12342898,
0.21886333,
-0.12381758,
0.21886331,
-0.12420574,
0.21886331,
-0.12459438,
0.21886332,
0.21886334,
0.21886336,
0.21886332,
0.21886332,
0.21886335,
0.21886334,
0.21886334,
0.21886332,
-0.12732205,
0.21886338,
-0.12771269,
0.21886335,
-0.12810327,
0.21886334,
-0.12849450,
0.21886335,
-0.12888574,
0.21886336,
-0.12927717,
0.21886336,
-0.12966897,
0.21886336,
-0.13006094,
0.21886335,
-0.13045336,
0.21886335,
-0.13084588,
0.21886333,
-0.13123870,
0.21886330,
-0.13163150,
0.21886335,
-0.13204806,
0.21886335,
-0.13268335,
0.21886333,
-0.13359981,
0.21886332,
-0.13399427,
0.21886334,
-0.13438909,
0.21886334,
-0.13478391,
0.21886335,
-0.13517911,
0.21886331,
-0.13557443,
0.21886334,
-0.13596971,
0.21886334,
-0.13636558,
0.21886332,
-0.13676169,
0.21886336,
-0.13715819,
0.21886331,
0.21886334,
0.21886333,
0.21886334,
0.21886335,
0.21886333,
0.21886335,
0.21886335,
0.21886332,
-0.13993888,
0.21886335,
-0.14033699,
0.21886335,
-0.14073567,
0.21886334,
-0.14113413,
0.21886332,
-0.14153311,
0.21886333,
-0.14193219,
0.21886336,
-0.14233166,
0.21886333,
-0.14273119,
0.21886337,
-0.14313107,
0.21886336,
-0.14353129,
0.21886332,
